technique,angle,stance,quality,keep,segment_start_s,segment_end_s,notes,video_id,url,title,channel_title,channel_id,published_at,duration_iso8601,duration_seconds,definition,caption,view_count,like_count,comment_count,query_hit,tags
jab,,,,yes,,,,F0YRKLbfU9o,https://www.youtube.com/watch?v=F0YRKLbfU9o,How to Land Hook to the Body  #shorts,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2021-08-26T16:59:01Z,PT13S,13,hd,false,1260178,36863,240,proper jab mechanics,hook technique|how to land hook to the body|hook boxing|boxing hook|tony jeffries hook|boxing training|how to throw a punch|how to throw hook|boxing punches|how to throw a hook punch|how to punch|boxing for beginners|boxing punches|hook breakdown|setup shot for hook|hook setup for boxing|how to hook punch|how to hook punch boxing|body shot boxing|punch to the body
jab,,,,yes,,,,Og_a6KtYB9s,https://www.youtube.com/watch?v=Og_a6KtYB9s,Jab Cross Hook Uppercut 💥 Boxing Basics At Home Training | Fitness Shorts,MMA & Crossfitness India,UCBbkoi-lR3G05oe8TRdN7kg,2025-08-30T13:30:32Z,PT10S,10,hd,false,1237932,0,0,how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,ilV4-hQaSZ0,https://www.youtube.com/watch?v=ilV4-hQaSZ0,How to Throw a Punch,Pierre Dalati,UC8Av1tO-ha143nNYzxmf1Fg,2025-05-23T19:31:56Z,PT21S,21,hd,false,1181053,28621,158,boxing jab tutorial|how to throw a jab|proper jab mechanics,
jab,,,,no,,,,-EOuF5FZe3I,https://www.youtube.com/watch?v=-EOuF5FZe3I,Cristiano Ronaldo skills tutorial 🇵🇹⚽🚀 #shorts #viral #youtubeshorts #tutorial,SudipJr official,UCwT16JBDGttyVtKKrE9gpUw,2023-06-14T13:13:21Z,PT11S,11,hd,false,1171482,11139,37,jab form slow motion,Cristiano Ronaldo skills tutorial|football|footballskills|skills|shorts|viralshorts|sudipjr
jab,,,,no,,,,hML9vjR6wX0,https://www.youtube.com/watch?v=hML9vjR6wX0,3 Tricks To Help Master A Double Leg Attack,Coach Bosak Wrestling,UCyaxTGt0bN-DLrFowPwGFTQ,2022-11-07T15:16:27Z,PT16S,16,hd,false,1128231,0,66,jab form slow motion,
jab,,,,no,,,,3cmPXU1Fy10,https://www.youtube.com/watch?v=3cmPXU1Fy10,100m full Block start | back cam 💯🇱🇰 #blockstart #trainingdiaries,Chamod 100m 🇱🇰,UCdjoD5uwST8T6qb7Vt90TEw,2023-01-29T12:30:02Z,PT23S,23,hd,false,1064321,0,65,jab form slow motion,#blockstart|#training|#100m
jab,,,,yes,,,,teBtAxi18GM,https://www.youtube.com/watch?v=teBtAxi18GM,How to throw your jab,How to Boxing,UCB_U56mkxRzgfuddedVI5FQ,2021-02-26T00:50:56Z,PT21S,21,sd,false,1047598,41024,669,boxing jab tutorial|jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,Lk_opl4QkLU,https://www.youtube.com/watch?v=Lk_opl4QkLU,Boxing Must Do Footwork Drills,Andrii Khotin,UCm1dm5st6Jpi-KXrYptEhbQ,2024-10-26T15:00:21Z,PT19S,19,hd,false,1043660,46371,107,boxing jab tutorial,
jab,,,,yes,,,,ZFthjTMzOCo,https://www.youtube.com/watch?v=ZFthjTMzOCo,Effective Boxing Footwork Drills,The Jassa,UCaQyni5wEphMf-LCVBemBMg,2024-11-18T09:07:08Z,PT15S,15,hd,false,1033553,0,89,boxing jab tutorial,
jab,,,,yes,,,,1JHVNzLkbUg,https://www.youtube.com/watch?v=1JHVNzLkbUg,5 Beginner Boxing Footwork Drills To Master,Edgy Vigor Boxing,UCtp4hoX3SE-fOYJ1hDyjtLA,2023-12-01T22:14:31Z,PT16S,16,hd,false,1019618,39363,153,boxing jab tutorial,
jab,,,,no,,,,PtnsKktluX0,https://www.youtube.com/watch?v=PtnsKktluX0,🚫 Basic Layups Are Not Enough,Get Handles Basketball,UC5dQbtRQ0Wjux7JKtDjFJTw,2022-11-22T12:29:55Z,PT13S,13,hd,false,1016371,18015,69,jab form slow motion,basketball drills|basketball layup|basketball moves|basketball|lay up
jab,,,,no,,,,1fiZYIlX5tg,https://www.youtube.com/watch?v=1fiZYIlX5tg,Hardik Pandya hits it big in the nets | हार्दिक की बल्लेबाजी | IPL 2021,Mumbai Indians,UCl23mvQ3321L7zO6JyzhVmg,2021-09-29T02:30:00Z,PT11S,11,hd,false,998503,37659,118,jab form slow motion,Indian Cricket|Mumbai Indians|MI|IPL|Mumbai Indians 2021|IPL 2021
jab,,,,yes,,,,-PnqL2fkdzc,https://www.youtube.com/watch?v=-PnqL2fkdzc,Improve Your Kicking Balance and Power With THIS Simple Drill,"Sean ""Muay Thai Guy"" Fagan",UCpRyzlMgSv7_9eMhq-l3DAw,2022-07-27T01:32:43Z,PT11S,11,hd,false,980513,39660,86,jab form slow motion,hip rotation mobility drill to improve your kicking|want quicker rotation on your roundhouse kicks|beginner drill to improve your muay thai hip turn|best exercises for hip rotation|how do you increase kicking power|how can I improve my kicking accuracy|how can I improve my weak leg kicks|how do roundhouses kick faster|how to develop kicking power and mobility|how to throw muay thai kicks with flexibility & power|how to improve my hip rotation for roundhouse kicks
jab,,,,yes,,,,D-E0cdLXFXI,https://www.youtube.com/watch?v=D-E0cdLXFXI,Boxing Footwork: How to Pivot #boxing #boxingtraining #boxingdrills,Day One Martial Arts,UCelU56gGGJ8RBK34-DW0ycA,2023-02-05T12:01:36Z,PT11S,11,hd,false,969768,21847,73,jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,92Vheo6blkk,https://www.youtube.com/watch?v=92Vheo6blkk,Learn How To Throw A Lightning Fast Jab ⚡️#shorts #boxing,Vardlon,UCE9QX-VQ7nrBo2-ILqK2-eg,2024-09-07T15:38:43Z,PT13S,13,hd,false,931733,38894,900,how to throw a jab,Boxing|Mma
jab,,,,yes,,,,Tr0D4DTMuIM,https://www.youtube.com/watch?v=Tr0D4DTMuIM,Floyd Mayweather Jab Control,Coach Justin Fitzgerald,UCejGE9jTdRU-nP1vSYP67tw,2022-09-11T05:31:48Z,PT14S,14,hd,false,905111,23240,331,jab form slow motion,
jab,,,,no,,,,Z2JOYj4QUOY,https://www.youtube.com/watch?v=Z2JOYj4QUOY,Messi Amazing Drop of the Shoulder 🤯🧠,Be Your Best,UCEG-Y4_BMyEHaLFmG4FcIyg,2022-12-10T12:32:50Z,PT12S,12,hd,false,879830,21724,96,jab form slow motion,
jab,,,,yes,,,,lD-eRgslvo0,https://www.youtube.com/watch?v=lD-eRgslvo0,Learn the FLICKER JAB 🫡🥊 #boxing #viral #learntobox #boxingtraining #shorts,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2024-02-24T19:31:19Z,PT1M1S,61,hd,false,844860,47811,244,boxing jab tutorial|how to throw a jab|jab form slow motion,
jab,,,,yes,,,,6F09-6sKQHQ,https://www.youtube.com/watch?v=6F09-6sKQHQ,How to Throw the Perfect Jab in Boxing | Jab Technique Explained. #boxing #viralvideo #fight #fyp,Valentyn Trostianchuk ,UCdIHhzu19iBa2uUHgy-ZV_Q,2025-08-15T19:52:54Z,PT39S,39,hd,false,842801,42817,264,boxing jab tutorial|how to throw a jab|jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,9R7wWh6GF24,https://www.youtube.com/watch?v=9R7wWh6GF24,Michael Jai White: Punching Correctly,Real Michael Jai White,UCI_lMrU-GmgsuPiEV2nLIkg,2018-11-08T19:34:23Z,PT57S,57,hd,false,832331,31057,766,proper jab mechanics,michael jai white|action|striking|MMA|UFC|punching|fighting|training|punching exercises|training tips|punching tibs|work out tips|mma tips|michael jai white workout|michael jai white training|best mma|martial artist|martial arts|martial arts tips|professional mma fighter
jab,,,,no,,,,_YtaTClEuoc,https://www.youtube.com/watch?v=_YtaTClEuoc,Monarch caterpillar to chrysalis in 15 seconds! 😲🦋 #monarchbutterfly #metamorphosis,Science North,UCg0gdRCjCsymDfMfUTL1RDA,2022-08-25T17:41:04Z,PT15S,15,hd,false,803282,8624,97,jab form slow motion,
jab,,,,yes,,,,8djqI6kNH3I,https://www.youtube.com/watch?v=8djqI6kNH3I,Gazelle punch tutorial,Trevor Hannant,UCWi7KHXTNPGdVh_bStskL5A,2024-11-06T16:26:48Z,PT13S,13,hd,false,790109,41991,179,boxing jab tutorial,
jab,,,,no,,,,H_U1gYtyCUA,https://www.youtube.com/watch?v=H_U1gYtyCUA,What Do You See?? College Pitcher 4 Seam Fastball Slow Motion,ARM Pitching Developmet,UCiZSITziLXKEUZk4q_lo-WA,2023-05-18T18:00:13Z,PT15S,15,hd,false,760295,8417,178,jab form slow motion,baseball|pitching|4 seam fastball|college|slow motion pitching|slow motion fastball|fastball|pitching mechanics slow motion|slow|motion|pitcher|pitch|youth pitching|what|do|you|see|change|up|arm pitching development
jab,,,,yes,,,,3lawJ1dO0Mk,https://www.youtube.com/watch?v=3lawJ1dO0Mk,How to Slip Punches like a PRO Boxer #shorts,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2022-12-12T16:19:46Z,PT43S,43,hd,false,725848,42150,197,boxing jab tutorial|how to throw a jab|jab form slow motion|proper jab mechanics,how to slip boxing|boxing slip|boxing slips|how to slip punches in boxing|how to slip punches|slip punches in boxing|slip punches|slipping punches|boxing defense|head movement|how to dodge punches|boxing for beginners|how to slip a punch|tony jeffries|how to slip a punch in boxing|how to slip in boxing|slipping punches boxing|head movement boxing|slip boxing|boxing head movement
jab,,,,yes,,,,h1iYn7NVFfw,https://www.youtube.com/watch?v=h1iYn7NVFfw,Follow These 3 Steps For A Deadly Left Hook 🥊,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2024-12-05T15:00:46Z,PT14S,14,hd,false,724370,24401,157,boxing jab tutorial|proper jab mechanics,
jab,,,,yes,,,,nw366XHB1Zk,https://www.youtube.com/watch?v=nw366XHB1Zk,Basic Boxing Combination Drills #boxing #boxingtips,GZ,UCjF7PUHbLwMg7cNmOCIETDA,2024-12-07T16:50:07Z,PT13S,13,hd,false,676897,20893,56,boxing jab tutorial,
jab,,,,no,,,,9Gp2OmP6AKw,https://www.youtube.com/watch?v=9Gp2OmP6AKw,Powerful 3m spike #haikyuu #receive #volleyball #sports #tutorials #attack #jump #combination,Athletico,UCxq0oUu1gLQnSJUFL7SkWpQ,2023-01-14T15:32:58Z,PT12S,12,hd,false,647687,10636,29,jab form slow motion,
jab,,,,yes,,,,71nmi6nGcrY,https://www.youtube.com/watch?v=71nmi6nGcrY,How to Throw the Perfect Jab in Boxing,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2021-08-14T15:17:06Z,PT3M1S,181,hd,false,604780,19512,503,boxing jab tutorial|how to throw a jab|jab form slow motion|muay thai jab technique|proper jab mechanics,jab|how to jab|boxing jab|how to throw a jab|jab boxing|perfect jab|tony jeffries|how to jab boxing|how to throw a jab in boxing|jab technique boxing|boxing jab technique|tony jeffries jab|how to jab in boxing|boxing|power jab|speed jab|best jabs in boxing|how to throw jab|the jab|how to jab harder and faster
jab,,,,yes,,,,qWRrWUrcUA4,https://www.youtube.com/watch?v=qWRrWUrcUA4,How to Throw 2 Perfect POWER Punches in Boxing,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2023-12-21T17:40:49Z,PT21S,21,hd,false,599885,25403,204,boxing jab tutorial|proper jab mechanics,how to punch|1 2 punch in boxing|1 2 punch|one two punch|2 punch in boxing|2 punch boxing|one two|boxing one two|how to box|how to throw a punch|boxing tips|how to throw 2 punches in boxing|1 2 punch boxing|boxing punches
jab,,,,yes,,,,t4r4FPY-Zcg,https://www.youtube.com/watch?v=t4r4FPY-Zcg,6 Jab Variation 🥊🔥,Jab Force Fitness,UCgO6IuhDuUdz7KZTLApeUTg,2023-09-22T09:57:27Z,PT30S,30,hd,false,598202,26408,157,boxing jab tutorial|how to throw a jab|jab form slow motion|proper jab mechanics,Boxing|Boxing tips|Boxing training|Boxing 101|Boxing skills
jab,,,,no,,,,jst0n42tm7A,https://www.youtube.com/watch?v=jst0n42tm7A,Sunflower time-lapse,Nature in Motion,UCO_MtajTztaENkOvbUIaqlA,2021-11-26T23:41:03Z,PT31S,31,hd,false,586072,9429,77,jab form slow motion,#YouCut|how to grow|sunflower seeds|germination|botany|time-lapse|nature time-lapse|plant time-lapse|timelapse|nature|how to grow plants|seed germination
jab,,,,yes,,,,-hy2QLE567o,https://www.youtube.com/watch?v=-hy2QLE567o,How to punch - the right CROSS #boxing #boxingtraining,Day One Martial Arts,UCelU56gGGJ8RBK34-DW0ycA,2022-03-26T00:12:19Z,PT23S,23,hd,false,534350,15474,60,proper jab mechanics,
jab,,,,yes,,,,DWYzO2NJmCQ,https://www.youtube.com/watch?v=DWYzO2NJmCQ,How to throw a cross #shorts #boxing #dazn #ufc,Boxing Basics,UCl2O8CGf5t8lFeM3cQXf75A,2022-12-25T16:29:37Z,PT11S,11,hd,false,474786,6725,32,how to throw a jab|proper jab mechanics,boxing|boxing tips|box|boxeo|cross|punch|how to throw a cross|how to throw a cross punch|how to throw a punch|boxing basics|boxing beginner|top rank boxing|bare knuckle|ufc|mma|how to boxing|training|muay thai|kickboxing|workout
jab,,,,yes,,,,neS7wdvid6E,https://www.youtube.com/watch?v=neS7wdvid6E,MASTER The Jab-Cross-Hook,THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2025-08-25T13:01:32Z,PT52S,52,hd,false,459541,20147,310,boxing jab tutorial|proper jab mechanics,jab cross hook|jab cross hook combo|jab cross hook boxing|boxing|how to punch|how to punch in boxing|boxing training|boxing drills|boxing coach|boxing techniques|boxing combos|boxing combinations|boxing fundamentals|boxing combos for beginners|boxing drills for beginners|boxing tips|how to throw a cross punch|how to throw a jab|how to throw a hook|boxing gym san diego
jab,,,,yes,,,,ki-0wwH5GzQ,https://www.youtube.com/watch?v=ki-0wwH5GzQ,Boxing Tips: Footwork Drills To Create Angles,Hayabusa,UC9ek7KlMjULZkZ8U6n6Tnrw,2023-08-01T20:05:14Z,PT11S,11,hd,false,458550,10522,23,boxing jab tutorial,Hayabusa fitness combat|hayabusa mma|hayabusa fight|boxing gloves|hayabusa boxing gloves|mma techniques|bjj drills bjj techniques no gi drills
jab,,,,yes,,,,_r1Cg7A7tVo,https://www.youtube.com/watch?v=_r1Cg7A7tVo,Learn the Basic Boxing Stance: Essential Tips and Techniques,HybridFitness,UCz9TubLNyoq8faX_RfJeDXg,2024-04-22T03:10:30Z,PT31S,31,hd,false,455374,12253,121,boxing jab tutorial,boxing training|how to box|boxing techniques|boxing for beginners|boxing stance for beginners|tony jeffries|boxing stance|boxing training for beginners|boxing tips|boxing technique|boxing basics|how to punch|boxing techniques for beginners|boxing techniques combinations|boxing techniques defense|boxing for beginners at home|boxing training at home|boxing training footwork|boxing for beginners punching bag|boxing for beginners footwork
jab,,,,yes,,,,q5Xc2Uj4uJ4,https://www.youtube.com/watch?v=q5Xc2Uj4uJ4,Boxings Most Dangerous Punch - The Ghost Jab,Ring IQ,UClMJD8TSZaEkcXpvWEBWJoA,2025-09-14T19:00:46Z,PT3M44S,224,hd,false,432478,17127,363,how to throw a jab,boxing|michael jai white|boxing jab
jab,,,,yes,,,,LtRlpieK03E,https://www.youtube.com/watch?v=LtRlpieK03E,How to punch properly,Mountainnwolff ,UCRmxKamm6lSPHqZ_jpE751g,2022-12-12T22:48:43Z,PT10S,10,hd,false,413698,0,47,proper jab mechanics,
jab,,,,yes,,,,n1PPAT9hoqw,https://www.youtube.com/watch?v=n1PPAT9hoqw,What’s the correct way to punch?,Nat Hearn,UCKMYdnHrn9DCh3SQpsZWOKA,2023-11-30T15:00:43Z,PT35S,35,hd,false,387330,0,299,boxing jab tutorial|how to throw a jab,
jab,,,,no,,,,McNg22pV2S4,https://www.youtube.com/watch?v=McNg22pV2S4,Between Legs Mistake ❌,Get Handles Basketball,UC5dQbtRQ0Wjux7JKtDjFJTw,2022-12-01T12:50:33Z,PT15S,15,hd,false,383355,12335,52,jab form slow motion,basketball
jab,,,,yes,,,,mpO95ca9qig,https://www.youtube.com/watch?v=mpO95ca9qig,How to throw a perfect jab! #boxing #boxingtraining #shorts ￼,BoxingwithEddie,UC82CC3slHM06qAeH1KpWOGg,2025-07-31T02:13:22Z,PT13S,13,hd,false,335815,6014,53,how to throw a jab,
jab,,,,yes,,,,rkKVeNSMQKM,https://www.youtube.com/watch?v=rkKVeNSMQKM,Master the Jab: 3 ESSENTIAL Techniques,THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2025-09-22T13:01:46Z,PT43S,43,hd,false,334835,13013,149,how to throw a jab,how to jab in boxing|how to punch|how to throw the perfect jab|boxing punches|how to throw jab|boxing techniques|boxing jab drills|jab|boxing workout|boxing jab|how to box|boxing technique|how to jab boxing|boxing tutorial|jab boxing|boxing gym san diego|the arena boxing|san diego boxing|the arena|boxing drills
jab,,,,no,,,,ttfSa74InTo,https://www.youtube.com/watch?v=ttfSa74InTo,ATTENTION: This Is How You Penetration Step For A BETTER Shot,Legion AJJ,UCXkjwl2vLztWptkjjGSHZvQ,2022-12-13T22:58:48Z,PT21S,21,hd,false,329809,13938,69,jab form slow motion,jiu jitsu|ajj|bjj|brazilian jiu jitsu|legion ajj|american jiu jitsu|legion san diego|legion hq|grappling|submission grappling|tap|keenan|legion|sandiego|miramar
jab,,,,yes,,,,xKeO7XwlrCI,https://www.youtube.com/watch?v=xKeO7XwlrCI,How To Uppercut In Boxing Correctly,Edgy Vigor Boxing,UCtp4hoX3SE-fOYJ1hDyjtLA,2024-05-11T13:51:23Z,PT11S,11,hd,false,328770,6407,75,proper jab mechanics,
jab,,,,yes,,,,Uc5SseMvnho,https://www.youtube.com/watch?v=Uc5SseMvnho,2 Ways To Punch Faster,GlitchBoxing,UCaMA4BlnXCL81DSTV-QIUUQ,2024-03-21T14:00:18Z,PT14S,14,hd,false,315145,11012,55,boxing jab tutorial,
jab,,,,yes,,,,GdMe8Wre-Lc,https://www.youtube.com/watch?v=GdMe8Wre-Lc,How to throw the Perfect Jab 📝🥊 #shorts #boxing #boxer #boxingtraining  #boxinglife #naoyainoue,Fight Genius,UCUY_dXXtQCFkk8NXuRrHHoQ,2024-09-22T19:34:13Z,PT20S,20,hd,false,306988,16685,197,how to throw a jab|jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,6bVdmjKm2VE,https://www.youtube.com/watch?v=6bVdmjKm2VE,Dmitry Bivol&#39;s Secret Jab Technique,Fight Mythos,UC9ekmjWEOkTvInHzfii9yUg,2024-05-28T10:21:07Z,PT24S,24,hd,false,306338,15677,193,boxing jab tutorial|proper jab mechanics,
jab,,,,yes,,,,IFQrFAdDpOk,https://www.youtube.com/watch?v=IFQrFAdDpOk,Beginner Muay Thai Combo (know this one!),Vivek Nakarmi - Pentagon MMA,UC8rOKQJRT9NKw8Hb_2spMJw,2024-02-09T14:24:58Z,PT37S,37,hd,false,302275,14839,115,muay thai jab technique,
jab,,,,yes,,,,rJ5QS4QtRQc,https://www.youtube.com/watch?v=rJ5QS4QtRQc,How to slip punches 🥊🔥#boxing #boxingtechnique #fighttips #selfdefence #boxeo,DTBXING,UCPXTZAV_Bmw9xqz3Mp6m7dA,2024-10-19T15:43:08Z,PT14S,14,hd,false,298117,10141,41,boxing jab tutorial|proper jab mechanics,
jab,,,,no,,,,KNiKnPyCSEw,https://www.youtube.com/watch?v=KNiKnPyCSEw,Triple Jump | #10 Drills &amp; Progressions: The run up,Athletics3D,UCIY25Hq6EADnpYysiKceKog,2020-04-19T11:00:31Z,PT14S,14,hd,false,297955,3618,18,jab form slow motion,
jab,,,,yes,,,,pvS7R1HfArk,https://www.youtube.com/watch?v=pvS7R1HfArk,Muay Thai Basics: Jab - AKA Techniques,AKA Thailand,UCDyUfCyv4n5wXjcjxOnlkZQ,2019-06-07T10:16:56Z,PT42S,42,hd,true,289953,4177,34,muay thai jab technique,AKA Thailand|Mike Swick|AKA Techniques|Savage Life Media|MMA|Mixed Martial Arts|We Are AKA|Instructional|Fight For It|MMA Fighter|Phuket|Training|Muay Thai|Basics|Techniques|Jab|Kru Bird|Thailand|Beginner
jab,,,,yes,,,,BdRJ9nleV7U,https://www.youtube.com/watch?v=BdRJ9nleV7U,Southpaws BEWARE!!⚠️🥊 #tutorial #boxing #boxingtraining #learntobox #boxingtutorial #viral #shorts,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2023-06-21T15:42:54Z,PT29S,29,hd,false,285031,18277,126,boxing jab tutorial,
jab,,,,yes,,,,gXoqnWkvo70,https://www.youtube.com/watch?v=gXoqnWkvo70,Boxing for Muay Thai - Defending the Jab with Jean-Charles Skarbowsky,Stuart Tomlinson,UCpLH5tDGl_QiRJ1eDUTLFxQ,2024-01-14T16:12:41Z,PT47S,47,hd,false,281127,12609,193,muay thai jab technique,
jab,,,,yes,,,,EBCiIc-A22k,https://www.youtube.com/watch?v=EBCiIc-A22k,How to slip boxing skill - super-slick slipping punches,MyBoxingCoach,UCBsoiiNF96Beqbik3LSxkUA,2023-01-16T22:50:01Z,PT57S,57,hd,false,263515,18319,142,proper jab mechanics,boxing drills|boxing training|myboxingcoach|boxing techniques|boxing stance|boxing footwork|boxing tips|boxing fitness|learn how to box|boxing coach|learn boxing|boxing skills|beginner boxing|beginner boxer|how to box|power punch|power punching|best boxing combinations|boxing combinations|boxing workout
jab,,,,yes,,,,Ssm-Z8EUsB8,https://www.youtube.com/watch?v=Ssm-Z8EUsB8,Jab ham bade ho jayenge ✨#class#shortvideo#shorts#trendingshorts#viralvideo#subscribe#like#doraemon,@ItzBhavya_,UC6tpj1FOAC2U1sx-Tj75kXQ,2025-03-30T13:02:05Z,PT10S,10,hd,false,247621,4476,130,jab form slow motion,
jab,,,,yes,,,,wjr8EJHGGMY,https://www.youtube.com/watch?v=wjr8EJHGGMY,Master the Art of Punching with Effective Head Movement #boxingtechnique #boxingtips,Jab Force Fitness,UCgO6IuhDuUdz7KZTLApeUTg,2023-05-06T14:09:40Z,PT15S,15,hd,false,245520,4585,30,proper jab mechanics,Boxingtips|Boxingtraining|Boxingskills|Boxingtechniques
jab,,,,yes,,,,RFUAVaeEd4I,https://www.youtube.com/watch?v=RFUAVaeEd4I,Boxing 101: Jabbing - How To Jab By Lennox Lewis #boxing #boxer #fighter #fight #training #knockout,UnpluggedBoxing,UCosgu2SH6oqtKyh2OK_4QvQ,2022-04-04T10:23:46Z,PT53S,53,hd,false,244609,13274,644,boxing jab tutorial|proper jab mechanics,
jab,,,,yes,,,,uJAgJfjvICM,https://www.youtube.com/watch?v=uJAgJfjvICM,The Difference Between Block and Parry in Boxing,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2024-04-20T15:00:52Z,PT24S,24,hd,false,240146,9825,81,boxing jab tutorial,Boxing|How to Box|Amateur|Box|Fight
jab,,,,yes,,,,7PGEGcTHHmg,https://www.youtube.com/watch?v=7PGEGcTHHmg,How to Do a Jab | Kickboxing Lessons,HowcastSportsFitness,UCV5hEOemT-y3o-5pd0QmauQ,2013-04-12T22:28:54Z,PT1M39S,99,hd,false,237561,2073,43,boxing jab tutorial,kickboxing training|kickboxing jab|kickboxing|howcast|kickboxer|kickboxing workout|cardio kickboxing|kick boxing|kickboxing techniques|kickboxing class|kickboxing moves|kickboxing lessons|kickboxing drills|kickboxing workout video|how to kickbox
jab,,,,yes,,,,Ejz9HJHQZag,https://www.youtube.com/watch?v=Ejz9HJHQZag,Muay Thai Technique - Basic Punches,Vivek Nakarmi - Pentagon MMA,UC8rOKQJRT9NKw8Hb_2spMJw,2017-05-24T14:20:27Z,PT2M57S,177,hd,false,236348,6100,145,muay thai jab technique,muay thai|boxing|martial arts|mixed martial arts|mma|punch|jab|cross|hook|uppercut|Fitness|workout
jab,,,,yes,,,,LpmcS_ixyKE,https://www.youtube.com/watch?v=LpmcS_ixyKE,The Boxing Jab with Jeff Mayweather,ProTips4U,UCLmtrVc5m4n7OvmQ1jSdCKQ,2014-08-29T21:11:16Z,PT2M39S,159,hd,false,236205,5220,150,boxing jab tutorial|proper jab mechanics,The Jab|boxing jab|how to jab in boxing|jab techniques|how to box|jab punch|Jeff Mayweather|protips4u
jab,,,,yes,,,,nKWWhzSjylk,https://www.youtube.com/watch?v=nKWWhzSjylk,How To Do The Pull Counter | Boxing Tutorial,Pad Flow ,UC2jWSkoIcgI09_10zFM17aQ,2022-06-20T03:41:14Z,PT31S,31,hd,false,228185,8313,72,boxing jab tutorial,
jab,,,,yes,,,,CM-oZ7AshHI,https://www.youtube.com/watch?v=CM-oZ7AshHI,How to ghost jab in boxing,letmesaveyou,UCHPDET0O5FMG6IH9hdv5miw,2024-01-13T02:26:05Z,PT18S,18,hd,false,227792,7048,88,boxing jab tutorial|how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,Jt5R67DsXt0,https://www.youtube.com/watch?v=Jt5R67DsXt0,You MUST know this essential Muay Thai combo!,Vivek Nakarmi - Pentagon MMA,UC8rOKQJRT9NKw8Hb_2spMJw,2024-02-21T20:13:59Z,PT22S,22,hd,false,213488,9721,58,muay thai jab technique,
jab,,,,yes,,,,Tl5jcCRYRic,https://www.youtube.com/watch?v=Tl5jcCRYRic,Muay Thai Training: How to counter the jab with Chef Lessei,Chef Luke's Daily Special,UCcuphwTYTHFq5-j_sZZzHLw,2024-01-24T22:40:25Z,PT1M,60,hd,false,213308,7145,140,muay thai jab technique,Muay Thai|Teep|Teep counter|How to counter|Counter Teep|Muay Thai training|Mma|Mixed martial arts|One|One championship|How to defend|Switch kick|How to counter a Teep|How to switch kick|How to beat someone up|How to become a beast|Muay Thai champion|Muay Thai legend|Grim hustle|Grim hustle university
jab,,,,yes,,,,a6P3Qd6titA,https://www.youtube.com/watch?v=a6P3Qd6titA,STEP JAB vs PUSH JAB,Charles Salbox,UCZyEzoVVPp6iIdMhLSeNrAg,2022-10-21T03:10:00Z,PT29S,29,hd,false,208285,9872,104,proper jab mechanics,Cuban boxing|boxing|boxing basics|boxing footwork drills|boxing for beginners|boxing jab|boxing jab drills|boxing jab training|boxing techniques|boxing techniques for beginners|boxing training|boxing training at home|boxing training for beginners|boxing workout|cuban boxing coach|cuban boxing school|how to jab|how to jab correctly|how to jab in boxing|how to perfect the jab
jab,,,,yes,,,,rzgYlilqiIU,https://www.youtube.com/watch?v=rzgYlilqiIU,STOP Throwing Your Jab LIKE THIS!? How to Throw a PERFECT JAB #ufc #boxing #combatsports #ufcfight,Kajan Johnson MMA,UCxK2atNAMdP1H28l2RiZEbw,2023-10-28T22:30:06Z,PT49S,49,hd,false,200065,14401,222,jab form slow motion,
jab,,,,yes,,,,kQhk8kOYAoQ,https://www.youtube.com/watch?v=kQhk8kOYAoQ,Mastering the Right Cross | Techniques and Variations for Power Punching  #boxingtechniques,MyBoxingCoach,UCBsoiiNF96Beqbik3LSxkUA,2024-04-15T19:55:23Z,PT33S,33,hd,false,192013,6172,76,boxing jab tutorial|proper jab mechanics,how to throw cross boxing|how to throw cross punch|how to throw cross punch in boxing|how to throw a cross|how to throw a cross punch|how to throw a cross punch in boxing|boxing cross|cross to body|how to throw a cross to body|how to throw cross punch properly|the correct way to throw a cross|right cross|right cross punch|how to throw a right cross|how to throw a perfect cross
jab,,,,no,,,,Dsoc4mWC9w8,https://www.youtube.com/watch?v=Dsoc4mWC9w8,Jab jab scotts Best Amapiano Dance tutorial 2025 New #dance #amapianotv #amapianotv #amapianodance,Dollar Bee Leo,UCiHghVEVbugQxx2wa7wQB0g,2025-11-30T01:40:24Z,PT12S,12,hd,false,190319,902,16,jab form slow motion,
