technique,angle,video_id,url,title,channel_title,channel_id,published_at,duration_iso8601,duration_seconds,definition,caption,view_count,like_count,comment_count,query_hit,tags
jab,right45,D-E0cdLXFXI,https://www.youtube.com/watch?v=D-E0cdLXFXI,Boxing Footwork: How to Pivot #boxing #boxingtraining #boxingdrills,Day One Martial Arts,UCelU56gGGJ8RBK34-DW0ycA,2023-02-05T12:01:36Z,PT11S,11,hd,false,984621,22074,73,boxing jab form slow motion right 45 degree view|boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view|proper jab mechanics right 45 degree view,
jab,right45,e2S6-gwR0es,https://www.youtube.com/watch?v=e2S6-gwR0es,Your Boxing Stance is Wrong,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2021-12-26T17:12:14Z,PT1M45S,105,hd,false,963422,19869,683,how to throw a jab right 45 degree view|jab technique right 45 degree view view,boxing stance|boxing stance and guard|boxing stance tutorial|boxing stance mistakes|styles in boxing|stances in boxing|boxing styles|boxing stances|boxing guard|tony jeffries|boxing guards|boxing defense|boxing defense tips|boxing defense drill|boxing style|defense mistakes in boxing|defense drills for boxing|boxing training|beginner boxing mistakes|boxing basics
jab,right45,wbD2nUawj0c,https://www.youtube.com/watch?v=wbD2nUawj0c,How to Pivot in Boxing FEETWORK #boxingtraining #boxing #boxingdrills #boxinglife,The Boxing Training Network,UCU08NMLH6pFrzjCHV-zhmSg,2023-03-17T14:51:01Z,PT16S,16,hd,false,810549,16557,110,boxing jab form slow motion right 45 degree view|boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view,
jab,right45,hNclexRmDsY,https://www.youtube.com/watch?v=hNclexRmDsY,How to Pivot in Boxing,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2020-09-05T15:07:38Z,PT6M21S,381,hd,true,744766,28255,443,how to throw a jab right 45 degree view|jab technique right 45 degree view view,How to pivot in boxing|pivot|boxing pivot|How to pivot in boxing|how to pivot to the right in boxing|boxing angles|boxing pivot footwork|boxing for beginners|boxing footwork|boxing|boxing tutorial|footwork|proper footwork|boxing tutorial for beginners|boxing footwork drills
jab,right45,u7S6P79M0kk,https://www.youtube.com/watch?v=u7S6P79M0kk,Boxer EXPOSES Mike Tyson’s #1 Mistake when Slipping Punches,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2025-09-12T16:55:46Z,PT31S,31,hd,false,716252,20673,398,proper jab mechanics right 45 degree view,mike tyson|iron mike tyson|how to slip like mike tyson|mike tyson techniques|mike tyson slip|mike tyson slipping punches
jab,right45,k7GbUE-9E-w,https://www.youtube.com/watch?v=k7GbUE-9E-w,How to perfect your side kick💪,Nat Hearn,UCKMYdnHrn9DCh3SQpsZWOKA,2023-04-21T17:00:22Z,PT11S,11,hd,false,708929,0,155,boxing jab form slow motion right 45 degree view,
jab,right45,fyOYOcq--0M,https://www.youtube.com/watch?v=fyOYOcq--0M,Karate kata training for beginners,Fitness Karate Academy,UCvveeYP7oeXDYkjJriZyMiA,2023-07-05T07:10:24Z,PT10S,10,hd,false,620168,3750,621,boxing jab form slow motion right 45 degree view,Karate Training kata|karate|shotokan|shotokan karate|karate tutorial|karate how to|heian kata|karate japan|kata|karate kata|kata tutorial|heian shodan bunkai|heian nidan|heian sandan|heian yondan|heian godan|karate training kata 1|karate training kata 2|kyokushin karate training kata|karate training kata 5
jab,right45,IqCnSHDddmU,https://www.youtube.com/watch?v=IqCnSHDddmU,Wing chun self defense techniques - 37 #wingchun #kungfu #martialarts #boxing #foryou #shorts #fyp,Qodir 17,UCWYHVTc1Tpz7h7-WF1b3B_Q,2025-08-02T04:59:59Z,PT13S,13,hd,false,484347,10106,118,boxing jab form slow motion right 45 degree view,
jab,right45,_r1Cg7A7tVo,https://www.youtube.com/watch?v=_r1Cg7A7tVo,Learn the Basic Boxing Stance: Essential Tips and Techniques,HybridFitness,UCz9TubLNyoq8faX_RfJeDXg,2024-04-22T03:10:30Z,PT31S,31,hd,false,460972,12342,122,boxing jab form slow motion right 45 degree view|boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view|proper jab mechanics right 45 degree view,boxing training|how to box|boxing techniques|boxing for beginners|boxing stance for beginners|tony jeffries|boxing stance|boxing training for beginners|boxing tips|boxing technique|boxing basics|how to punch|boxing techniques for beginners|boxing techniques combinations|boxing techniques defense|boxing for beginners at home|boxing training at home|boxing training footwork|boxing for beginners punching bag|boxing for beginners footwork
jab,right45,gjlXUSGcYTA,https://www.youtube.com/watch?v=gjlXUSGcYTA,Locate the LIVER with this simple trick 🤮,fightTIPS,UClKgO_YP3pcIVeav2g_k6hw,2023-07-19T23:28:25Z,PT46S,46,hd,false,449272,22255,217,proper jab mechanics right 45 degree view,
jab,right45,MhmLkSN8xGA,https://www.youtube.com/watch?v=MhmLkSN8xGA,SLIP &amp; PIVOT 🥶 #boxing #boxingtechniques #boxingtraining #tutorial #learntobox #viral #shorts,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2023-08-02T16:31:50Z,PT23S,23,hd,false,413675,17862,127,boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view|proper jab mechanics right 45 degree view,
jab,right45,C9Q9XySC3QA,https://www.youtube.com/watch?v=C9Q9XySC3QA,The L-step: the ultimate footwork manoeuvre for boxers. Level up your boxing with this movement 📈,QFC Boxing,UCiuAykAY2rwv6lAK9FpjsqA,2023-06-28T17:04:05Z,PT18S,18,hd,false,402143,18402,70,jab technique right 45 degree view view|proper jab mechanics right 45 degree view,
jab,right45,238FDYH-lkk,https://www.youtube.com/watch?v=238FDYH-lkk,4 Footwork Drills To Change Angles Like Lomachenko 🥊,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-02-19T14:21:38Z,PT16S,16,hd,false,368790,15441,44,boxing jab form slow motion right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view|proper jab mechanics right 45 degree view,
jab,right45,wjr8EJHGGMY,https://www.youtube.com/watch?v=wjr8EJHGGMY,Master the Art of Punching with Effective Head Movement #boxingtechnique #boxingtips,Jab Force Fitness,UCgO6IuhDuUdz7KZTLApeUTg,2023-05-06T14:09:40Z,PT15S,15,hd,false,249534,4653,32,boxing jab form slow motion right 45 degree view|boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view|proper jab mechanics right 45 degree view,Boxingtips|Boxingtraining|Boxingskills|Boxingtechniques
jab,right45,L-0MGfv3x1Y,https://www.youtube.com/watch?v=L-0MGfv3x1Y,Angle changes 📐 #boxing #boxeo #tutorial #boxingtraining #mma #viral #learntobox #shorts,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2023-05-04T14:20:10Z,PT44S,44,hd,false,216724,24225,83,boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view,
jab,right45,mF2HmMVH_DQ,https://www.youtube.com/watch?v=mF2HmMVH_DQ,How to Pivot Hook in Boxing,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2023-10-18T15:32:51Z,PT16S,16,hd,false,211790,13262,162,boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view,pivot hook|how to pivot hook|how to pivot hook boxing|boxing pivot|how to pivot in boxing|pivot punch in boxing|pivot hook boxing|pivot hook punch
jab,right45,BIURBvKZDfc,https://www.youtube.com/watch?v=BIURBvKZDfc,Boxing basics: how to pivot and ways to use it #boxing #boxingtechnique #boxingfootwork,DTBXING,UCPXTZAV_Bmw9xqz3Mp6m7dA,2024-06-16T00:28:08Z,PT32S,32,hd,false,205743,11181,46,boxing jab form slow motion right 45 degree view|boxing jab tutorial right 45 degree view|how to throw a jab right 45 degree view|jab technique right 45 degree view view,
jab,right45,YQhsyPLfPw8,https://www.youtube.com/watch?v=YQhsyPLfPw8,HIDE This Punch &amp; SURPRISE Them! #boxing #offense #training #technique #boxeo,THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2026-03-16T13:01:07Z,PT38S,38,hd,false,151828,5775,109,how to throw a jab right 45 degree view|jab technique right 45 degree view view,up jab boxing|up jab|jab boxing|boxing jab|jab technique|jab technique boxing|boxing jab technique|how to throw a jab|boxing|jab|different types of jabs|the best jabs in boxing|types of boxing jabs|how to jab|boxing training|boxing technique|boxing coach joe vargas|the arena boxing|boxing gym san diego
jab,right45,sc3PZynPie8,https://www.youtube.com/watch?v=sc3PZynPie8,How to throw the Basic Low Kick,Jacob Rodriguez,UC1YocYOTJqm1a29VTorswBA,2022-09-14T01:13:00Z,PT19S,19,hd,false,144164,2139,15,boxing jab form slow motion right 45 degree view,
jab,right45,081Pjj0LyHI,https://www.youtube.com/watch?v=081Pjj0LyHI,Wing Chun Chain Punch #wingchun #chainpunching #wingchunkuen #vingtsun,Derek G. Chan,UCNg7b8ZDoLGbgPh23RoKA4g,2025-01-22T06:06:43Z,PT22S,22,hd,false,121807,2861,57,boxing jab form slow motion right 45 degree view,
jab,right45,cM6sXom80_w,https://www.youtube.com/watch?v=cM6sXom80_w,Easy 45 Degree Miter Joint #howto #tutorial #shorts #carpentry #woodworking,SupeRhey Official,UCrsJMB20JVEAOhNNY-wVMyQ,2024-02-08T17:36:57Z,PT26S,26,hd,false,107159,1247,8,jab technique right 45 degree view view,#45degree|#carpenter|#carpentry|#craftsdiy|#crazybb|#diy|#gsdiymaker|#hcarpenter|#homemadediy|#howto|#ideas|#miterjoints|#podelkin|#shorts|#sokhadiy|#superheyofficial|#tagalog|#techniques|#tips|#toolstour
jab,right45,k2csGKckAC4,https://www.youtube.com/watch?v=k2csGKckAC4,Boxing basics: boxing drills for changing angles #boxing #boxingfootwork #boxingangles,DTBXING,UCPXTZAV_Bmw9xqz3Mp6m7dA,2024-06-13T22:09:18Z,PT17S,17,hd,false,100534,7192,49,boxing jab tutorial right 45 degree view,
jab,right45,unZ_QUdtsME,https://www.youtube.com/watch?v=unZ_QUdtsME,Root Gap // Root Face // Bevel angle // Grove // Butt joint,Money Engineering Pro,UCI0cpkOdA67tSgzBr6tjrkg,2023-07-19T01:53:51Z,PT31S,31,hd,false,70470,0,2,proper jab mechanics right 45 degree view,
jab,right45,sw-XRzlIvfw,https://www.youtube.com/watch?v=sw-XRzlIvfw,Master Your Hip Rotation for Harder Punches! #boxingtraining,Jono Kirk - Boxing Narrator ,UCSM08JonLPjBpspLuvV55zQ,2025-01-12T10:10:05Z,PT16S,16,hd,false,59280,0,24,how to throw a jab right 45 degree view|proper jab mechanics right 45 degree view,
jab,right45,BSVrp0F3ZXQ,https://www.youtube.com/watch?v=BSVrp0F3ZXQ,Proper lead foot position to stop an opponent from getting an angle. #leadfoot #boxing #angle,World Class Boxing Channel,UCFd-tIEZTYhdR3lWCQ7inyg,2022-03-14T17:07:15Z,PT1M1S,61,hd,false,39025,2371,54,how to throw a jab right 45 degree view|proper jab mechanics right 45 degree view,
jab,right45,GasfUfXwryk,https://www.youtube.com/watch?v=GasfUfXwryk,"HOW TO PERFECT YOUR BOXING STANCE, FEET POSITION &amp; FOOTWORK 🥊 #youtubeshorts #coachfiyah",Coach Fiyah / Real Life Boxing,UCoZYz6kxjYVFEbJWshM19YQ,2023-03-01T04:42:44Z,PT41S,41,hd,false,21782,876,11,boxing jab tutorial right 45 degree view|jab technique right 45 degree view view|proper jab mechanics right 45 degree view,
jab,right45,JJhI5UNSmXA,https://www.youtube.com/watch?v=JJhI5UNSmXA,Boxing Lesson - Basic Punches - boxing4free.com UPDATED 2010,BOXING 4 FREE,UCul8QJugZK_BHKq1ejB2AHw,2010-02-25T20:36:13Z,PT1M20S,80,sd,false,5229,10,1,boxing jab tutorial right 45 degree view,boxing|instruction|tutorial|lessons|how|to|punch|jab|cross|hook|uppercut
jab,right45,wxZjcfMDZvw,https://www.youtube.com/watch?v=wxZjcfMDZvw,45 Degree punch,MegLoco,UCqQ-WHBX4dk-XaqcdqFuX0A,2015-08-21T01:02:27Z,PT24S,24,sd,false,2149,24,0,boxing jab tutorial right 45 degree view,
jab,right45,h4vQrtKr5F0,https://www.youtube.com/watch?v=h4vQrtKr5F0,THE 45 DEGREE JAB,Ian Streetz,UCR3kscrORN-CNPX_JMsIWjg,2019-01-17T15:35:13Z,PT1M1S,61,hd,false,1625,59,6,boxing jab tutorial right 45 degree view,boxing|jab|tutorial|boxing tutorials|floyd mayweather|lomachenko|ggg|golovkin|canelo|canelo alvarez
jab,front,UMgN9zcC0Qw,https://www.youtube.com/watch?v=UMgN9zcC0Qw,How to punch correctly…,Nat Hearn,UCKMYdnHrn9DCh3SQpsZWOKA,2024-10-26T17:00:28Z,PT23S,23,hd,false,41543401,0,4330,boxing jab tutorial front view|how to throw a jab front view,
jab,front,SW4Tx0wH65c,https://www.youtube.com/watch?v=SW4Tx0wH65c,How to though a Quick Snapping Powerful jab. #theworldsfastestjab #quickjab #boxing #jab,Sensei Aaron Allen,UCa_CqBdeQ6U4VVlG0_uKXEA,2016-08-15T20:35:29Z,PT16S,16,sd,false,24175581,815073,8693,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,Boxing|Fast hands|Quick Punching|Bruce Lee|Mma|martial arts|Self Defense|Karate|Bulling|Combat Ladies Self Defense.|selfdefensetechniques|selfdefenseinstructor|selfdefensecoach|selfdefenseforwomen|selfdefenseforkids|selfdefenceguy|boxing|ninjitsu|kungfu|karate
jab,front,R-ChXWqSUZ4,https://www.youtube.com/watch?v=R-ChXWqSUZ4,When a goalkeeper SCORES after 13 seconds #shorts,Premier League,UCG5qGWdu8nIRZqJ_GgDwQ-w,2022-04-17T08:31:02Z,PT16S,16,hd,false,21088292,381205,1383,jab technique front view view,goalkeeper scores|goalkeeper scoring|goalkeeper goal|goalkeeper scoring a goal|goalkeeper scoring goal|keeper scoring a goal|keeper scoring goal|13 seconds|fast goal|fastest goal|longest goal|longest goals|goalkeeper|best goalkeepers|saves|goalkeeper saves|Premier League goals|epl goals|Premier League highlights|epl highlights
jab,front,HsKmzFmDrMs,https://www.youtube.com/watch?v=HsKmzFmDrMs,Mike Tyson on how to throw a Knockout Punch 👑🥊,Fighting Centre,UCpshxsDVirv_tuyQmiKfDjA,2022-07-12T15:12:47Z,PT54S,54,hd,false,12918063,881420,4466,how to throw a jab front view,Mike Tyson|Iron Mike|Iron Mike Tyson|Boxing|Shorts|Boxing shorts|YouTube shorts|Knockout|Knockout punch|Mike Tyson knockout|Larry merchant
jab,front,BkTWWuN5fVY,https://www.youtube.com/watch?v=BkTWWuN5fVY,Boxing fundamentals: How to jab correctly 🥊,Lentz Lundy Boxing,UC21CGTjJflWBmoriFa39zOQ,2022-12-03T19:46:09Z,PT11S,11,hd,false,9250331,184416,532,proper jab mechanics front view,boxing|how to box|lentz lundy|jab|how to jab|best jab|how to throw a strong jab|how to jab correctly|boxing for beginners|boxing technique|best boxing technique|how to box for beginners|best boxing lesson|boxing lesson|jabbing mistakes|jab mistake|how to jab properly|jabs|double jab|how to jab like mayweather
jab,front,0j46IiKNUMs,https://www.youtube.com/watch?v=0j46IiKNUMs,Work your JAB-CROSS like Deontay Wilder… 🥊,FTC Boxing,UCfkgYR8M49wFbBPZdqxIpLg,2023-04-20T02:46:12Z,PT14S,14,hd,false,4174266,85636,5133,proper jab mechanics front view,deontay wilder training|deontay wilder padwork|deontay wilder pad work|deontay wilder mittwork|deontay wilder mitt work|deontay wilder pads|deontay wilder boxing coach|deontay wilder boxing trainer|deontay wilder windmill|deontay wilder boxing technique|deontay wilder training camp|deontay wilder charlie zelenoff|deontay wilder knockout|deontay wilder knockouts|deontay wilder ko|deontay wilder highlight|deontay wilder highlights
jab,front,zRBL7ISpYGk,https://www.youtube.com/watch?v=zRBL7ISpYGk,Learn This Deadly Boxing Combo🥊💥,Ekayy Boxing,UC4or62_-jM7Z-HNfeR6NCZQ,2023-08-22T13:12:01Z,PT16S,16,hd,false,4091614,102866,358,boxing jab form slow motion front view,
jab,front,nq49Zw4pE1Y,https://www.youtube.com/watch?v=nq49Zw4pE1Y,How to Jab! Pull don&#39;t Push #boxingtraining #boxingdrills #boxingshorts #boxing,The Boxing Training Network,UCU08NMLH6pFrzjCHV-zhmSg,2023-03-20T20:32:11Z,PT16S,16,hd,false,3294855,126956,1473,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,boxing training|boxing lessons|boxing at home|how to jab boxing|basic boxing training|boxing training for beginners
jab,front,HSCo5VZKHgY,https://www.youtube.com/watch?v=HSCo5VZKHgY,This #1 tip will improve your Jab ! ❗️,Fight Health TV ,UCyIoT-RWu1oYiVoJSLQ37SQ,2024-03-30T01:36:42Z,PT25S,25,hd,false,2064534,92855,1106,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,
jab,front,SwTR-wVHZ1c,https://www.youtube.com/watch?v=SwTR-wVHZ1c,How to Master the Jab Like a Pro Boxer!,THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2025-07-23T13:00:55Z,PT30S,30,hd,false,2020915,69818,775,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,how to jab in boxing|how to punch|how to throw the perfect jab|boxing punches|how to throw jab|boxing techniques|boxing jab drills|jab|boxing workout|boxing jab|how to box|boxing technique|how to jab boxing|boxing tutorial|jab boxing|boxing gym san diego|the arena boxing|san diego boxing|the arena
jab,front,QMxN1BSbTJU,https://www.youtube.com/watch?v=QMxN1BSbTJU,How to Throw a Punch in a Fight,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2022-02-01T16:27:41Z,PT3M54S,234,hd,false,1993292,73310,1445,how to throw a jab front view,how to punch|how to throw a punch|punch technique|how to punch correctly|how to punch properly|how to box|how to fight|how to punch harder|boxing training|boxing tips|boxing techniques|punch techniques|how to punch stronger|how to punch faster|punching technique|punching in fight|how to punch in fight|boxing basics|tony jeffries|how to punch harder and faster
jab,front,TqteZOax5fU,https://www.youtube.com/watch?v=TqteZOax5fU,You CAN slip the jab cross 🤷‍♂️,Coach Micah B.,UCF667-i2DOrBFCnmp6uzdcw,2025-03-28T21:25:28Z,PT15S,15,hd,false,1587316,40319,742,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view,
jab,front,Q2HiBSGb-sE,https://www.youtube.com/watch?v=Q2HiBSGb-sE,Can You Dodge This Punch?,Edgy Vigor Boxing,UCtp4hoX3SE-fOYJ1hDyjtLA,2023-04-20T23:32:00Z,PT15S,15,hd,false,1542407,27216,2355,how to throw a jab front view,
jab,front,MkmBwyfahD0,https://www.youtube.com/watch?v=MkmBwyfahD0,Throw Your Jab with Your Hip,Marvin Cook,UCMsEQzNrJjlRhrJ7TfROOlw,2012-04-03T01:15:07Z,PT7M4S,424,sd,false,1538544,34549,761,boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,THROW|YOUR|JAB|WITH|HIP|TECHNIQUE|THE|TRUE|BOXER|STANCE|boxing|mma|mixed martial arts|martial arts|traditional martial arts|art|marvin cook|how to|boxing stance|punch
jab,front,56HGBUTicnA,https://www.youtube.com/watch?v=56HGBUTicnA,How to Throw the Perfect Punch #shorts,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2023-03-07T16:32:47Z,PT15S,15,hd,false,1348160,29263,198,how to throw a jab front view,how to punch|boxing training|how to throw the best punch|best punch|best punch to learn|straight right hand boxing|straight punch|power punch|boxing techniques|how to box|how to throw a punch|how to punch a punching bag|how to punch correctly in boxing|boxing punches|boxing tips|boxing tips for beginners|how to throw straight right hand punch|how to punch in boxing|how to throw a power punch
jab,front,ilV4-hQaSZ0,https://www.youtube.com/watch?v=ilV4-hQaSZ0,How to Throw a Punch,Pierre Dalati,UC8Av1tO-ha143nNYzxmf1Fg,2025-05-23T19:31:56Z,PT21S,21,hd,false,1189270,28759,158,how to throw a jab front view,
jab,front,c2TqwA6V7II,https://www.youtube.com/watch?v=c2TqwA6V7II,Intermediate vs Advanced Skiers | #shorts,Carv - Digital Ski Coach,UCTxGMLFlXjI0U185EbkhNzA,2023-02-13T17:00:21Z,PT43S,43,hd,false,1180104,20378,318,jab technique front view view,skiing|intermediate skier|advanced skier|intermediate vs advanced|carv|digital ski coach|winter|how to ski|ski tutorials|ski season|ski life
jab,front,teBtAxi18GM,https://www.youtube.com/watch?v=teBtAxi18GM,How to throw your jab,How to Boxing,UCB_U56mkxRzgfuddedVI5FQ,2021-02-26T00:50:56Z,PT21S,21,sd,false,1049057,41047,669,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|jab technique front view view|proper jab mechanics front view,
jab,front,D-E0cdLXFXI,https://www.youtube.com/watch?v=D-E0cdLXFXI,Boxing Footwork: How to Pivot #boxing #boxingtraining #boxingdrills,Day One Martial Arts,UCelU56gGGJ8RBK34-DW0ycA,2023-02-05T12:01:36Z,PT11S,11,hd,false,984621,22074,73,boxing jab form slow motion front view,
jab,front,Tr0D4DTMuIM,https://www.youtube.com/watch?v=Tr0D4DTMuIM,Floyd Mayweather Jab Control,Coach Justin Fitzgerald,UCejGE9jTdRU-nP1vSYP67tw,2022-09-11T05:31:48Z,PT14S,14,hd,false,909572,23299,331,boxing jab form slow motion front view,
jab,front,6F09-6sKQHQ,https://www.youtube.com/watch?v=6F09-6sKQHQ,How to Throw the Perfect Jab in Boxing | Jab Technique Explained. #boxing #viralvideo #fight #fyp,Valentyn Trostianchuk ,UCdIHhzu19iBa2uUHgy-ZV_Q,2025-08-15T19:52:54Z,PT39S,39,hd,false,853904,43291,264,how to throw a jab front view|jab technique front view view,
jab,front,0gtMKaCJ5I8,https://www.youtube.com/watch?v=0gtMKaCJ5I8,The Correct Way To Throw HOOKS in BOXING | Thumb Up or Thumb In,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2020-11-12T16:16:42Z,PT2M54S,174,hd,true,799277,21396,1223,how to throw a jab front view,proper way to throw hook in boxing|how to throw hooks in boxing|how to throw a lead hook|left hook|tone jeffries hook|how to throw a hook punch|thumb up or thumb in when throwing hook|hook hand position|boxing hook|hook punch|how to throw a hook|thumb up or in when throwing a hook|palm in or down hook|boxing|how to throw a punch|boxing punch|thumb up when throwing hook|thumb in when throwing hook|hand position when throwing hook|throw hook punch
jab,front,3dyp-jzvmVA,https://www.youtube.com/watch?v=3dyp-jzvmVA,The Power of Eye Feints in Boxing: A Surprisingly Underused Skill #boxingtechnique #boxingtips,Jab Force Fitness,UCgO6IuhDuUdz7KZTLApeUTg,2023-05-07T10:29:42Z,PT10S,10,hd,false,772089,10881,94,boxing jab form slow motion front view,Boxing|Boxingskills|Boxingtips|Selfdefensetips
jab,front,71nmi6nGcrY,https://www.youtube.com/watch?v=71nmi6nGcrY,How to Throw the Perfect Jab in Boxing,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2021-08-14T15:17:06Z,PT3M1S,181,hd,false,606492,19545,503,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,jab|how to jab|boxing jab|how to throw a jab|jab boxing|perfect jab|tony jeffries|how to jab boxing|how to throw a jab in boxing|jab technique boxing|boxing jab technique|tony jeffries jab|how to jab in boxing|boxing|power jab|speed jab|best jabs in boxing|how to throw jab|the jab|how to jab harder and faster
jab,front,hJgZrFohz3s,https://www.youtube.com/watch?v=hJgZrFohz3s,The Right Technique in Throwing the Uppercut #shorts,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2021-09-13T16:04:20Z,PT21S,21,hd,false,583724,20096,143,jab technique front view view,uppercut|uppercut boxing|how to uppercut|tony jeffries|boxing uppercut|how to throw an uppercut|boxing|how to throw uppercut|how to throw a uppercut in boxing|tony jeffries uppercut|how to throw uppercut in boxing|rear uppercut|upper cut|how to uppercut in boxing|uppercut technique|uppercut tutorial|uppercut punch|uppercuts|lead uppercut|perfect uppercut
jab,front,DWYzO2NJmCQ,https://www.youtube.com/watch?v=DWYzO2NJmCQ,How to throw a cross #shorts #boxing #dazn #ufc,Boxing Basics,UCl2O8CGf5t8lFeM3cQXf75A,2022-12-25T16:29:37Z,PT11S,11,hd,false,481114,6787,34,boxing jab form slow motion front view,boxing|boxing tips|box|boxeo|cross|punch|how to throw a cross|how to throw a cross punch|how to throw a punch|boxing basics|boxing beginner|top rank boxing|bare knuckle|ufc|mma|how to boxing|training|muay thai|kickboxing|workout
jab,front,1aUj39yG8SM,https://www.youtube.com/watch?v=1aUj39yG8SM,How to anchor a powerboat - preview of our quick video guide.,Boating Basics,UCsg2yjGeYzA_65iNvgwlItg,2023-04-20T09:12:40Z,PT28S,28,hd,false,445606,6111,28,jab technique front view view,Guide to anchoring|How to anchor|RYA day skipper|Day skipper training|Day skipper practical|Day skipper theory|Powerboat training|Quick guide to anchoring|Retrieve stuck anchor|Lowering an anchor|Boat life Uk|Boat training videos
jab,front,LtRlpieK03E,https://www.youtube.com/watch?v=LtRlpieK03E,How to punch properly,Mountainnwolff ,UCRmxKamm6lSPHqZ_jpE751g,2022-12-12T22:48:43Z,PT10S,10,hd,false,419259,0,48,proper jab mechanics front view,
jab,front,n1PPAT9hoqw,https://www.youtube.com/watch?v=n1PPAT9hoqw,What’s the correct way to punch?,Nat Hearn,UCKMYdnHrn9DCh3SQpsZWOKA,2023-11-30T15:00:43Z,PT35S,35,hd,false,389380,0,300,how to throw a jab front view,
jab,front,eBxn21FtqPg,https://www.youtube.com/watch?v=eBxn21FtqPg,The Correct Way to Throw Uppercut,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2022-01-18T16:19:06Z,PT2M57S,177,hd,false,374836,11040,212,how to throw a jab front view,uppercut|how to uppercut in boxing|how to throw uppercut|how to uppercut|boxing|tony jeffries uppercut|upper cut|uppercut boxing|upper cut boxing|boxing training|boxing uppercut|how to throw a lead uppercut|boxing techniques|how to punch|uppercut tutorial|lead uppercut|rear uppercut|uppercuts|best uppercuts in boxing|how to uupercut
jab,front,rkKVeNSMQKM,https://www.youtube.com/watch?v=rkKVeNSMQKM,Master the Jab: 3 ESSENTIAL Techniques,THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2025-09-22T13:01:46Z,PT43S,43,hd,false,335408,13046,149,jab technique front view view,how to jab in boxing|how to punch|how to throw the perfect jab|boxing punches|how to throw jab|boxing techniques|boxing jab drills|jab|boxing workout|boxing jab|how to box|boxing technique|how to jab boxing|boxing tutorial|jab boxing|boxing gym san diego|the arena boxing|san diego boxing|the arena|boxing drills
jab,front,6bVdmjKm2VE,https://www.youtube.com/watch?v=6bVdmjKm2VE,Dmitry Bivol&#39;s Secret Jab Technique,Fight Mythos,UC9ekmjWEOkTvInHzfii9yUg,2024-05-28T10:21:07Z,PT24S,24,hd,false,307967,15705,193,jab technique front view view,
jab,front,vJONAnLSuV4,https://www.youtube.com/watch?v=vJONAnLSuV4,Techniques de base en boxe : Jab Cross et Damato Shift #boxe #boxeanglaise #boxeur #mma #boxing,Kong DIRTY BOXING,UCt3XYjlua5RtcHyEKUkUKOQ,2025-03-26T18:42:04Z,PT14S,14,hd,false,257931,0,23,jab technique front view view,
jab,front,wjr8EJHGGMY,https://www.youtube.com/watch?v=wjr8EJHGGMY,Master the Art of Punching with Effective Head Movement #boxingtechnique #boxingtips,Jab Force Fitness,UCgO6IuhDuUdz7KZTLApeUTg,2023-05-06T14:09:40Z,PT15S,15,hd,false,249534,4653,32,boxing jab form slow motion front view|proper jab mechanics front view,Boxingtips|Boxingtraining|Boxingskills|Boxingtechniques
