technique,angle,stance,quality,keep,segment_start_s,segment_end_s,notes,video_id,url,title,channel_title,channel_id,published_at,duration_iso8601,duration_seconds,definition,caption,view_count,like_count,comment_count,query_hit,tags
ushiro_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",4pUma-Glr7E,https://www.youtube.com/watch?v=4pUma-Glr7E,How to BACK KICK - Ushiro Geri,,,,,,,,,,,karate ushiro geri back kick tutorial,
ushiro_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",qEwQnxAmjc8,https://www.youtube.com/watch?v=qEwQnxAmjc8,Karate for Beginners - Ushiro Geri - Back Kick Exercise Full Tutorial,,,,,,,,,,,karate ushiro geri back kick tutorial,
ushiro_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",slay_8cQ1lk,https://www.youtube.com/watch?v=slay_8cQ1lk,Ushiro Geri (Back Kick) Tutorial,,,,,,,,,,,karate ushiro geri back kick tutorial,
ura_mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",ZU17SI2d1sQ,https://www.youtube.com/watch?v=ZU17SI2d1sQ,How to URA MAWASHI GERI (Hook Kick) - Karate Tutorial,,,,,,,,,,,karate ura mawashi geri hook kick tutorial,
ura_mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",HSeshCohbU8,https://www.youtube.com/watch?v=HSeshCohbU8,HOW TO HOOK KICK (URA MAWASHI GERI) IN KARATE - Jesse Enkamp,,,,,,,,,,,karate ura mawashi geri hook kick tutorial,
ura_mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",TRVgNDsWLFk,https://www.youtube.com/watch?v=TRVgNDsWLFk,Hook Kick Tutorial [Ura Mawashi Geri] Tips & Training Drills,,,,,,,,,,,karate ura mawashi geri hook kick tutorial,
ura_mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",8BymXM_qpbk,https://www.youtube.com/watch?v=8BymXM_qpbk,URA MAWASHI GERI - karate hook kick - TEAM KI,,,,,,,,,,,karate ura mawashi geri hook kick tutorial,
hiza_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",62SPm8Fl4OE,https://www.youtube.com/watch?v=62SPm8Fl4OE,Hiza Geri (Knee Strikes) | Full Contact Karate,,,,,,,,,,,karate hiza geri knee strike tutorial,
hiza_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",dBjVlIECkLY,https://www.youtube.com/watch?v=dBjVlIECkLY,Hiza Geri. Kyokushin Knee tutorial. Karate for MMA. Episode 13,,,,,,,,,,,karate hiza geri knee strike tutorial,
hiza_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",WQWyo9ivyv4,https://www.youtube.com/watch?v=WQWyo9ivyv4,The Power of Karate Knee Strike (Hiza geri),,,,,,,,,,,karate hiza geri knee strike tutorial,
hiza_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",4VcF9AAeJLU,https://www.youtube.com/watch?v=4VcF9AAeJLU,Hiza Geri or Knee Strike,,,,,,,,,,,karate hiza geri knee strike tutorial,
